Motion Sensor Data File Sep 17, 2020 3:37 PM
Time (s)	Velocity (cm/s)
81.833	22.218
81.850	19.128
81.867	17.111
81.883	14.812
81.900	12.233
81.917	9.960
81.933	7.661
81.950	4.597
81.967	2.273
81.983	-0.766
82.000	-3.575
82.017	-6.155
82.033	-8.938
82.050	-11.237
82.067	-13.280
82.083	-15.323
82.100	-17.136
82.117	-18.132
82.133	-19.409
82.150	-20.175
82.167	-20.175
82.183	-20.201
82.200	-20.175
82.217	-19.409
82.233	-18.898
82.250	-17.877
82.267	-16.625
82.283	-13.791
82.300	-10.215
82.317	-7.917
82.333	5.848
82.350	-1.532
82.367	2.298
82.383	17.621
82.400	8.402
82.417	9.705
82.433	11.237
82.450	13.765
82.467	15.578
82.483	17.366
82.500	18.617
82.517	19.920
82.533	20.175
82.550	20.431
82.567	20.660
82.583	19.920
82.600	18.643
82.617	17.851
82.633	16.089
82.650	14.557
82.667	12.744
82.683	10.215
82.700	7.661
82.717	4.597
82.733	2.273
82.750	-0.511
82.767	-3.831
82.783	-6.129
82.800	-8.709
82.817	-11.492
82.833	-13.535
82.850	-15.834
82.867	-17.647
82.883	-18.643
82.900	-19.664
82.917	-20.175
82.933	-11.237
82.950	-18.668
82.967	-18.898
82.983	-19.154
83.000	-18.643
83.017	-18.387
83.033	-24.031
83.050	-13.535
83.067	-10.215
83.083	-6.640
83.100	-4.878
83.117	-5.108
83.133	-14.046
83.150	-6.385
83.167	6.359
83.183	9.194
83.200	12.514
83.217	15.834
83.233	17.596
83.250	18.387
83.267	18.898
83.283	19.639
83.300	19.920
83.317	20.431
83.333	20.150
83.350	19.409
83.367	18.898
83.383	17.340
83.400	15.834
83.417	14.046
83.433	12.003
83.450	9.679
83.467	7.151
83.483	4.597
83.500	1.762
83.517	-0.766
83.533	-4.086
83.550	-6.385
83.567	-8.964
83.583	-11.492
83.600	-13.791
83.617	-15.578
83.633	-17.877
83.650	-19.690
83.667	-21.452
83.683	-21.963
83.700	-21.197
83.717	-20.686
83.733	-8.198
83.750	-9.449
83.767	-8.938
83.783	-15.323
83.800	-14.301
83.817	-11.773
83.833	-6.895
83.850	5.363
83.867	0.511
83.883	0.230
83.900	2.298
83.917	4.597
83.933	6.870
83.950	9.960
83.967	11.748
83.983	13.535
84.000	15.042
84.017	16.344
84.033	16.600
84.050	17.085
84.067	16.855
84.083	10.471
84.100	18.617
84.117	19.664
84.133	18.387
84.150	17.085
84.167	16.089
84.183	13.280
84.200	11.492
84.217	8.657
84.233	6.385
84.250	3.065
84.267	-0.255
84.283	-3.856
84.300	-19.154
84.317	-7.661
84.333	-10.215
84.350	-22.244
84.367	-13.791
84.383	-15.578
84.400	-16.600
84.417	-18.132
84.433	-18.924
84.450	-19.664
84.467	-19.409
84.483	-19.920
84.500	-18.643
84.517	-18.413
84.533	-16.855
84.550	-15.323
84.567	-13.280
84.583	-11.237
84.600	-8.964
84.617	-6.385
84.633	-3.831
84.650	-0.511
84.667	1.762
84.683	4.852
84.700	7.151
84.717	9.679
84.733	12.258
84.750	14.301
84.767	15.834
84.783	17.596
84.800	18.898
84.817	19.409
84.833	20.150
84.850	19.920
84.867	19.920
84.883	18.873
84.900	18.132
84.917	16.855
84.933	14.787
84.950	12.514
84.967	10.726
84.983	7.917
85.000	5.337
85.017	3.065
85.033	0.000
85.050	-2.324
85.067	-4.852
85.083	-7.406
85.100	1.788
85.117	-11.748
85.133	-0.281
85.150	-12.258
85.167	-16.344
85.183	-18.387
85.200	-19.945
85.217	-19.409
85.233	-19.920
85.250	-7.917
85.267	-13.024
85.283	-15.348
85.300	-15.323
85.317	-14.046
85.333	-12.514
85.350	-10.471
85.367	-8.198
85.383	-5.874
85.400	-3.065
85.417	-0.766
85.433	2.018
85.450	4.341
85.467	6.640
85.483	8.913
85.500	10.726
85.517	11.492
85.533	8.428
85.550	5.337
85.567	18.898
85.583	18.898
85.600	2.784
85.617	7.661
85.633	19.664
85.650	20.175
85.667	19.894
85.683	18.643
85.700	15.578
85.717	12.999
85.733	10.471
85.750	7.917
85.767	5.337
85.783	2.809
85.800	0.255
85.817	-2.554
85.833	-5.133
85.850	-7.406
85.867	-9.960
85.883	-12.258
85.900	-14.046
85.917	-15.859
85.933	-17.366
85.950	-18.387
85.967	-19.154
85.983	-19.409
86.000	-19.435
86.017	-19.154
86.033	-18.387
86.050	-17.621
86.067	-16.625
86.083	-15.323
86.100	-13.791
86.117	-13.024
86.133	-8.938
86.150	-6.410
86.167	-3.065
86.183	-0.255
86.200	13.535
86.217	5.337
86.233	17.366
86.250	16.089
86.267	14.020
86.283	14.812
86.300	16.344
86.317	17.851
86.333	18.387
86.350	19.409
86.367	19.920
86.383	19.639
86.400	19.409
86.417	18.898
86.433	17.851
86.450	16.344
86.467	14.812
86.483	12.233
86.500	10.726
86.517	8.172
86.533	5.618
86.550	2.784
86.567	0.255
86.583	-2.554
86.600	-5.108
86.617	-7.942
86.633	-9.960
86.650	-12.514
86.667	-14.812
86.683	-16.115
86.700	-17.366
86.717	-16.600
86.733	-8.428
86.750	-16.600
86.767	-17.902
86.783	-18.898
86.800	-18.132
86.817	-17.366
86.833	-16.600
86.850	-15.859
86.867	-17.111
86.883	-24.006
86.900	-9.194
86.917	-4.622
86.933	-2.554
86.950	-2.809
86.967	-12.769
86.983	-4.852
87.000	6.614
87.017	11.237
87.033	14.301
87.050	17.340
87.067	17.111
87.083	18.132
87.100	18.617
87.117	19.154
87.133	19.154
87.150	19.383
87.167	18.387
87.183	18.387
87.200	17.111
87.217	16.064
87.233	14.046
87.250	12.003
87.267	10.190
87.283	7.661
87.300	4.852
87.317	2.809
87.333	-0.281
87.350	-2.809
87.367	-5.363
87.383	-7.661
87.400	-9.985
87.417	-12.003
87.433	-14.046
87.450	-16.089
87.467	-17.647
87.483	-19.409
87.500	-21.197
87.517	-21.707
87.533	-20.431
87.550	-19.409
87.567	-6.921
87.583	-0.255
87.600	-14.301
87.617	-14.301
87.633	-12.028
87.650	0.766
87.667	-0.255
87.683	-1.788
87.700	-1.047
87.717	1.532
87.733	3.575
87.750	5.874
87.767	8.402
87.783	10.471
87.800	12.258
87.817	14.276
87.833	15.578
87.850	16.344
87.867	17.596
87.883	16.600
87.900	16.600
87.917	16.344
87.933	9.424
87.950	17.366
87.967	16.855
87.983	15.553
88.000	13.791
88.017	12.003
88.033	9.168
88.050	6.895
88.067	4.341
88.083	1.788
88.100	-1.813
88.117	-4.852
88.133	-9.194
88.150	-21.963
88.167	-10.981
88.183	-23.521
88.200	-14.557
88.217	-16.089
88.233	-17.111
88.250	-18.387
88.267	-18.413
88.283	-18.132
88.300	-18.132
88.317	-18.387
88.333	-17.621
88.350	-16.625
88.367	-14.812
88.383	-13.535
88.400	-11.492
88.417	-9.475
88.433	-6.640
88.450	-4.086
88.467	-1.788
88.483	0.741
88.500	3.575
88.517	6.129
88.533	8.428
88.550	10.700
88.567	13.024
88.583	14.812
88.600	16.319
88.617	17.877
88.633	18.387
88.650	19.128
88.667	19.409
88.683	19.154
88.700	18.643
88.717	17.596
88.733	16.600
88.750	14.557
88.767	13.254
88.783	10.726
88.800	8.172
88.817	5.363
88.833	3.294
88.850	0.766
88.867	-1.022
88.883	-3.856
88.900	4.597
88.917	-8.172
88.933	4.086
88.950	-10.241
88.967	-13.535
88.983	-16.089
89.000	-17.111
89.017	-18.132
89.033	-18.924
89.050	-16.855
89.067	-6.895
89.083	-14.812
89.100	-15.578
89.117	-15.093
89.133	-13.791
89.150	-12.769
89.167	-10.726
89.183	-8.709
89.200	-6.385
89.217	-4.086
89.233	-1.532
89.250	1.022
89.267	3.550
89.283	5.874
89.300	7.917
89.317	10.190
89.333	11.492
89.350	12.003
89.367	8.428
89.383	5.337
89.400	19.154
89.417	18.387
89.433	8.913
89.450	10.726
89.467	7.917
89.483	18.617
89.500	18.643
89.517	16.600
89.533	14.046
89.550	10.956
89.567	8.683
89.583	5.874
89.600	3.294
89.617	1.277
89.633	-1.788
89.650	-4.086
89.667	-6.410
89.683	-9.194
89.700	-10.981
89.717	-13.024
89.733	-14.812
89.750	-16.115
89.767	-17.111
89.783	-18.132
89.800	-18.898
89.817	-18.387
89.833	-18.668
89.850	-17.877
89.867	-17.366
89.883	-15.834
89.900	-14.812
89.917	-13.305
89.933	-11.748
89.950	-10.471
89.967	-7.917
89.983	-4.622
90.000	-1.277
90.017	1.532
90.033	15.068
90.050	6.870
90.067	22.729
90.083	15.068
90.100	13.765
90.117	15.068
90.133	15.834
90.150	17.596
90.167	18.387
90.183	19.154
90.200	18.898
90.217	18.873
90.233	18.643
90.250	17.366
90.267	16.574
90.283	14.557
90.300	13.024
90.317	10.700
90.333	8.683
90.350	6.129
90.367	3.831
90.383	0.741
90.400	-1.532
90.417	-4.341
90.433	-6.385
90.450	-8.964
90.467	-11.492
90.483	-13.535
90.500	-15.068
90.517	-16.855
90.533	-16.625
90.550	-6.895
90.567	-14.557
90.583	-16.855
90.600	-18.132
90.617	-17.902
90.633	-17.366
90.650	-16.089
90.667	-15.578
90.683	-14.072
90.700	-15.068
90.717	-21.707
90.733	-6.640
90.750	-3.065
90.767	-1.558
90.783	-9.194
90.800	-2.809
90.817	-3.831
90.833	9.679
90.850	12.769
90.867	15.834
90.883	16.574
90.900	16.600
90.917	17.366
90.933	18.132
90.950	18.107
90.967	19.154
90.983	18.132
91.000	17.851
91.017	16.855
91.033	15.578
91.050	14.020
91.067	12.514
91.083	9.960
91.100	8.172
91.117	5.848
91.133	3.320
91.150	0.511
91.167	-1.558
91.183	-4.341
91.200	-6.640
91.217	-8.938
91.233	-10.981
91.250	-12.795
91.267	-14.557
91.283	-16.600
91.300	-17.366
91.317	-19.664
91.333	-20.711
91.350	-20.686
91.367	-19.154
91.383	-6.640
91.400	0.741
91.417	-14.812
91.433	-14.301
91.450	-11.748
91.467	3.831
91.483	-2.324
91.500	-3.320
91.517	-1.788
91.533	0.255
91.550	2.528
91.567	4.597
91.583	7.151
91.600	9.168
91.617	10.981
91.633	13.280
91.650	14.812
91.667	15.297
91.683	16.600
91.700	16.344
91.717	15.042
91.733	15.578
91.750	8.683
91.767	16.319
91.783	16.344
91.800	15.578
91.817	13.535
91.833	11.722
91.850	10.471
91.867	7.151
91.883	5.082
91.900	2.554
91.917	0.000
91.933	-3.065
91.950	-6.155
91.967	-9.194
91.983	-23.495
92.000	-13.024
92.017	-16.600
92.033	-23.010
92.050	-16.089
92.067	-17.111
92.083	-17.621
92.100	-17.621
92.117	-17.392
92.133	-17.621
92.150	-17.111
92.167	-15.834
92.183	-14.812
92.200	-13.561
92.217	-11.492
92.233	-9.449
92.250	-7.661
92.267	-4.878
92.283	-2.554
92.300	-0.255
92.317	2.554
92.333	4.571
92.350	7.661
92.367	9.449
92.383	11.748
92.400	13.510
92.417	15.068
92.433	16.600
92.450	17.340
92.467	18.387
92.483	18.643
92.500	18.362
92.517	18.387
92.533	17.111
92.550	16.344
92.567	14.787
92.583	13.024
92.600	10.471
92.617	7.636
92.633	6.385
92.650	4.086
92.667	2.298
92.683	0.996
92.700	7.151
92.717	-4.086
92.733	7.661
92.750	-7.176
92.767	-11.237
92.783	-13.280
92.800	-15.323
92.817	-16.370
92.833	-17.111
92.850	-12.003
92.867	-10.471
92.883	-14.301
92.900	-16.370
92.917	-15.578
92.933	-14.557
92.950	-14.301
92.967	-12.769
92.983	-11.007
93.000	-8.938
93.017	-7.151
93.033	-4.852
93.050	-2.324
93.067	0.000
93.083	2.809
93.100	4.852
93.117	7.125
93.133	8.938
93.150	10.471
93.167	11.722
93.183	10.981
93.200	0.255
93.217	16.600
93.233	18.873
93.250	15.323
93.267	2.298
93.283	6.614
93.300	17.877
93.317	18.132
93.333	17.366
93.350	14.020
93.367	11.492
93.383	8.938
93.400	6.359
93.417	4.086
93.433	1.788
93.450	-0.511
93.467	-3.090
93.483	-5.874
93.500	-7.661
93.517	-9.960
93.533	-12.003
93.550	-13.816
93.567	-15.068
93.583	-16.344
93.600	-17.111
93.617	-17.902
93.633	-17.877
93.650	-17.877
93.667	-17.621
93.683	-16.344
93.700	-15.604
93.717	-14.557
93.733	-12.514
93.750	-11.237
93.767	-9.705
93.783	-8.709
93.800	-6.385
93.817	-2.809
93.833	0.255
93.850	2.784
93.867	17.111
93.883	19.664
93.900	16.064
93.917	12.769
93.933	13.535
93.950	14.812
93.967	16.574
93.983	17.366
94.000	18.387
94.017	18.362
94.033	18.387
94.050	18.132
94.067	17.085
94.083	16.089
94.100	14.557
94.117	13.535
94.133	10.700
94.150	9.194
94.167	6.385
94.183	4.316
94.200	1.788
94.217	-0.766
94.233	-3.575
94.250	-5.389
94.267	-7.661
94.283	-10.471
94.300	-12.258
94.317	-14.301
94.333	-15.348
94.350	-6.895
94.367	-13.024
94.383	-14.301
94.400	-16.625
94.417	-17.621
94.433	-17.366
94.450	-16.600
94.467	-16.089
94.483	-15.093
94.500	-14.301
94.517	-15.323
94.533	-21.452
94.550	-8.683
94.567	-3.601
94.583	-1.788
94.600	-6.895
94.617	-7.406
94.633	-5.133
94.650	8.428
94.667	12.003
94.683	14.812
94.700	15.042
94.717	15.834
94.733	16.344
94.750	16.830
94.767	17.366
94.783	17.621
94.800	17.596
94.817	17.111
94.833	16.600
94.850	15.323
94.867	14.020
94.883	12.258
94.900	11.237
94.917	8.402
94.933	6.129
94.950	4.086
94.967	1.277
94.983	-0.792
95.000	-3.320
95.017	-5.618
95.033	-7.917
95.050	-9.985
95.067	-11.748
95.083	-13.535
95.100	-15.068
95.117	-17.111
95.133	-19.179
95.150	-20.431
95.167	-19.154
95.183	-7.151
95.200	-5.363
95.217	-9.730
95.233	-15.068
95.250	-14.301
95.267	-9.960
95.283	4.316
95.300	-4.341
95.317	-4.597
95.333	-2.554
95.350	-0.536
95.367	1.532
95.383	3.575
95.400	6.129
95.417	8.402
95.433	10.215
95.450	12.003
95.467	13.254
95.483	14.812
95.500	15.578
95.517	15.068
95.533	14.531
95.550	15.578
95.567	15.068
95.583	8.657
95.600	15.578
95.617	15.068
95.633	13.791
95.650	11.977
95.667	10.215
95.683	7.917
95.700	5.593
95.717	3.065
95.733	1.022
95.750	-1.788
95.767	-4.878
95.783	-7.661
95.800	-11.492
95.817	-24.261
95.833	-12.769
95.850	-24.798
95.867	-15.068
95.883	-16.089
95.900	-16.855
95.917	-16.600
95.933	-17.136
95.950	-16.600
95.967	-16.600
95.983	-15.578
96.000	-14.812
96.017	-13.305
96.033	-12.003
96.050	-9.960
96.067	-7.917
96.083	-5.644
96.100	-3.320
96.117	-0.766
96.133	1.788
96.150	3.805
96.167	6.385
96.183	8.428
96.200	10.726
96.217	12.488
96.233	14.046
96.250	15.578
96.267	16.830
96.283	17.111
96.300	17.621
96.317	18.107
96.333	17.621
96.350	16.855
96.367	16.089
96.383	14.276
96.400	12.258
96.417	10.981
96.433	7.636
96.450	7.151
96.467	4.852
96.483	2.809
96.500	11.467
96.517	-1.022
96.533	11.492
96.550	-4.341
96.567	-7.942
96.583	-10.215
96.600	-12.514
96.617	-14.301
96.633	-15.348
96.650	-16.344
96.667	-7.661
96.683	-13.024
96.700	-14.046
96.717	-15.859
96.733	-15.578
96.750	-15.323
96.767	-13.535
96.783	-12.769
96.800	-11.262
96.817	-9.194
96.833	-7.406
96.850	-5.108
96.867	-2.835
96.883	0.255
96.900	1.532
96.917	4.341
96.933	5.848
96.950	8.428
96.967	9.449
96.983	10.726
97.000	10.956
97.017	0.766
97.033	13.535
97.050	17.340
97.067	16.600
97.083	0.000
97.100	6.129
97.117	17.085
97.133	17.877
97.150	17.111
97.167	14.020
97.183	12.003
97.200	9.194
97.217	6.895
97.233	4.571
97.250	2.298
97.267	0.000
97.283	-2.579
97.300	-4.852
97.317	-6.895
97.333	-8.938
97.350	-10.981
97.367	-12.539
97.383	-14.046
97.400	-15.578
97.417	-16.344
97.433	-17.111
97.450	-17.136
97.467	-17.366
97.483	-17.111
97.500	-16.089
97.517	-15.068
97.533	-14.327
97.550	-12.514
97.567	-11.748
97.583	-9.960
97.600	-8.964
97.617	-6.895
97.633	-3.575
97.650	-0.255
97.667	12.744
97.683	5.618
97.700	22.218
97.717	11.748
97.733	10.956
97.750	12.258
97.767	14.301
97.783	16.064
97.800	17.877
97.817	25.794
97.833	18.362
97.850	16.600
97.867	9.449
97.883	15.323
97.900	15.553
97.917	14.557
97.933	13.280
97.950	10.956
97.967	9.449
97.983	7.151
98.000	4.852
98.017	2.528
98.033	-0.255
98.050	-2.298
98.067	-4.852
98.083	-6.921
98.100	-9.449
98.117	-11.237
98.133	-12.769
98.150	-14.838
98.167	-15.323
98.183	-15.834
98.200	-6.385
98.217	-13.791
98.233	-15.093
98.250	-16.089
98.267	-16.344
98.283	-15.834
98.300	-14.812
98.317	-14.327
98.333	-16.089
98.350	-21.452
98.367	-7.406
98.383	-3.831
98.400	-3.090
98.417	-15.834
98.433	0.255
98.450	-5.618
98.467	7.636
98.483	10.215
98.500	14.301
98.517	14.020
98.533	14.557
98.550	15.323
98.567	15.834
98.583	16.574
98.600	17.111
98.617	16.855
98.633	16.830
98.650	16.089
98.667	15.068
98.683	13.510
98.700	12.514
98.717	10.471
98.733	8.683
98.750	6.614
98.767	4.597
98.783	2.043
98.800	0.000
98.817	-2.579
98.833	-4.852
98.850	-6.895
98.867	-8.172
98.883	-10.496
98.900	-12.769
98.917	-13.791
98.933	-16.344
98.950	-18.643
98.967	-19.690
98.983	-18.132
99.000	-6.640
99.017	-1.277
99.033	-12.514
99.050	-15.859
99.067	-12.514
99.083	4.852
99.100	-6.895
99.117	-7.176
99.133	-5.363
99.150	-3.831
99.167	-1.532
99.183	0.741
99.200	3.065
99.217	4.852
99.233	7.151
99.250	9.168
99.267	10.981
99.283	12.514
99.300	13.254
99.317	14.046
99.333	14.301
99.350	14.301
99.367	14.276
99.383	8.172
99.400	14.301
99.417	16.064
99.433	14.812
99.450	13.791
99.467	11.748
99.483	10.190
99.500	8.683
99.517	5.874
99.533	3.805
99.550	1.277
99.567	-1.022
99.583	-4.341
99.600	-8.453
99.617	-21.707
99.633	-10.215
99.650	-22.218
99.667	-12.514
99.683	-13.816
99.700	-15.323
99.717	-15.578
99.733	-15.578
99.750	-16.344
99.767	-16.115
99.783	-16.600
99.800	-15.578
99.817	-14.557
99.833	-13.535
99.850	-12.028
99.867	-9.960
99.883	-8.172
99.900	-6.129
99.917	-4.112
99.933	-1.532
99.950	0.766
99.967	3.320
99.983	5.337
100.000	7.661
100.017	9.705
100.033	11.492
100.050	12.999
100.067	14.557
100.083	15.834
100.100	16.574
100.117	16.855
100.133	17.366
100.150	17.111
100.167	16.319
100.183	15.068
100.200	14.046
100.217	12.233
100.233	9.960
100.250	9.194
100.267	7.406
100.283	5.337
100.300	14.557
100.317	1.788
100.333	12.999
100.350	0.255
100.367	-4.341
100.383	-7.151
100.400	-9.730
100.417	-11.748
100.433	-13.024
100.450	-14.557
100.467	-15.068
100.483	-7.432
100.500	-13.280
100.517	-13.535
100.533	-13.791
100.550	-14.812
100.567	-14.838
100.583	-13.535
100.600	-12.769
100.617	-11.237
100.633	-9.475
100.650	-7.917
100.667	-5.108
100.683	-3.575
100.700	-1.277
100.717	0.741
100.733	3.320
100.750	5.363
100.767	6.870
100.783	8.938
100.800	9.449
100.817	8.683
100.833	-0.792
100.850	15.578
100.867	17.111
100.883	14.557
100.900	0.230
100.917	5.618
100.933	16.855
100.950	16.830
100.967	17.111
100.983	14.557
101.000	11.492
101.017	9.934
101.033	6.895
101.050	5.108
101.067	2.784
101.083	0.511
101.100	-1.788
101.117	-3.575
101.133	-6.155
101.150	-7.917
101.167	-10.215
101.183	-11.748
101.200	-13.024
101.217	-14.838
101.233	-15.323
101.250	-16.089
101.267	-16.855
101.283	-16.344
101.300	-16.370
101.317	-16.089
101.333	-14.812
101.350	-13.791
101.367	-13.024
101.383	-11.518
101.400	-10.471
101.417	-8.683
101.433	-7.917
101.450	-3.856
101.467	-1.277
101.483	12.514
101.500	6.129
101.517	20.916
101.533	9.705
101.550	9.449
101.567	11.722
101.583	13.791
101.600	17.366
101.617	24.772
101.633	17.340
101.650	16.855
101.667	16.344
101.683	15.042
101.700	7.151
101.717	14.812
101.733	14.301
101.750	12.999
101.767	11.748
101.783	9.449
101.800	7.381
101.817	5.363
101.833	2.554
101.850	0.766
101.867	-1.558
101.883	-4.086
101.900	-6.129
101.917	-8.172
101.933	-10.496
101.950	-12.003
101.967	-13.535
101.983	-14.557
102.000	-14.557
102.017	-6.665
102.033	-14.046
102.050	-14.557
102.067	-15.834
102.083	-16.089
102.100	-15.348
102.117	-15.834
102.133	-16.344
102.150	-23.240
102.167	-9.449
102.183	-7.432
102.200	-4.597
102.217	-4.852
102.233	-16.600
102.250	-9.730
102.267	4.086
102.283	6.640
102.300	10.215
102.317	12.744
102.333	13.024
102.350	13.535
102.367	14.531
102.383	15.323
102.400	15.834
102.417	16.089
102.433	16.574
102.450	16.089
102.467	15.578
102.483	14.787
102.500	13.791
102.517	12.258
102.533	10.726
102.550	8.913
102.567	7.406
102.583	4.597
102.600	2.784
102.617	0.511
102.633	-1.788
102.650	-3.831
102.667	-6.155
102.683	-7.917
102.700	-9.960
102.717	-11.748
102.733	-13.280
102.750	-15.604
102.767	-18.132
102.783	-18.132
102.800	-17.621
102.817	-5.618
102.833	-0.792
102.850	-11.748
102.867	-15.578
102.883	-13.024
102.900	4.827
102.917	-7.151
102.933	-6.895
102.950	-5.874
102.967	-4.086
102.983	-2.069
103.000	0.255
103.017	2.043
103.033	4.597
103.050	6.359
103.067	8.172
103.083	9.960
103.100	11.467
103.117	12.514
103.133	13.535
103.150	14.301
103.167	13.254
103.183	13.024
103.200	6.640
103.217	14.020
103.233	15.578
103.250	14.812
103.267	13.280
103.283	12.488
103.300	10.726
103.317	8.172
103.333	6.359
103.350	4.086
103.367	1.532
103.383	-1.788
103.400	-7.687
103.417	-15.834
103.433	-7.151
103.450	-19.154
103.467	-10.215
103.483	-11.773
103.500	-12.258
103.517	-13.791
103.533	-14.812
103.550	-15.323
103.567	-15.859
103.583	-16.089
103.600	-15.834
103.617	-15.578
103.633	-14.557
103.650	-13.561
103.667	-12.003
103.683	-10.215
103.700	-8.683
103.717	-6.410
103.733	-4.597
103.750	-2.043
103.767	0.000
103.783	2.528
103.800	4.597
103.817	6.895
103.833	8.428
103.850	10.700
103.867	12.258
103.883	13.535
103.900	14.787
103.917	15.834
103.933	16.089
103.950	16.089
103.967	16.064
103.983	15.578
104.000	14.812
104.017	13.510
104.033	11.748
104.050	10.981
104.067	9.449
104.083	7.891
104.100	14.812
104.117	6.640
104.133	11.211
104.150	7.151
104.167	-0.511
104.183	-4.597
104.200	-6.410
104.217	-8.683
104.233	-10.981
104.250	-12.003
104.267	-13.535
104.283	-7.687
104.300	-9.705
104.317	-12.258
104.333	-14.046
104.350	-15.068
104.367	-15.348
104.383	-14.301
104.400	-13.791
104.417	-12.514
104.433	-11.518
104.450	-9.449
104.467	-7.917
104.483	-6.129
104.500	-4.086
104.517	-1.813
104.533	0.000
104.550	2.298
104.567	4.597
104.583	6.104
104.600	7.406
104.617	7.917
104.633	4.061
104.650	3.575
104.667	15.068
104.683	15.578
104.700	9.679
104.717	4.086
104.733	5.363
104.750	16.344
104.767	16.830
104.783	17.111
104.800	13.791
104.817	11.977
104.833	9.449
104.850	8.172
104.867	5.618
104.883	3.294
104.900	1.022
104.917	-0.766
104.933	-3.065
104.950	-5.133
104.967	-7.406
104.983	-9.194
105.000	-10.726
105.017	-12.539
105.033	-13.791
105.050	-14.301
105.067	-15.578
105.083	-15.834
105.100	-15.859
105.117	-15.834
105.133	-15.578
105.150	-14.812
105.167	-13.791
105.183	-12.795
105.200	-11.748
105.217	-10.981
105.233	-9.960
105.250	-7.151
105.267	-4.367
105.283	-1.532
105.300	12.003
105.317	11.211
105.333	14.301
105.350	8.428
105.367	9.194
105.383	10.190
105.400	13.280
105.417	14.301
105.433	23.980
105.450	17.366
105.467	16.855
105.483	15.578
105.500	14.531
105.517	6.895
105.533	15.068
105.550	14.020
105.567	13.024
105.583	11.237
105.600	9.960
105.617	7.636
105.633	5.618
105.650	3.320
105.667	1.532
105.683	-1.047
105.700	-3.320
105.717	-5.618
105.733	-7.406
105.750	-9.475
105.767	-10.981
105.783	-13.024
105.800	-13.535
105.817	-15.068
105.833	-15.093
105.850	-9.705
105.867	-13.791
105.883	-15.578
105.900	-15.604
105.917	-17.621
105.933	-21.197
105.950	-13.280
105.967	-11.237
105.983	-9.475
106.000	-6.895
106.017	-6.129
106.033	-8.428
106.050	-13.791
106.067	-10.241
106.083	3.320
106.100	6.385
106.117	8.938
106.133	11.722
106.150	12.003
106.167	12.769
106.183	14.020
106.200	14.301
106.217	15.323
106.233	15.578
106.250	15.808
106.267	15.578
106.283	15.323
106.300	14.531
106.317	13.535
106.333	12.258
106.350	10.981
106.367	8.913
106.383	7.406
106.400	5.108
106.417	3.039
106.433	1.277
106.450	-1.277
106.467	-3.065
106.483	-5.133
106.500	-7.151
106.517	-8.938
106.533	-10.981
106.550	-12.769
106.567	-15.093
106.583	-16.089
106.600	-17.877
106.617	-17.111
106.633	-5.618
106.650	-4.367
106.667	-7.661
106.683	-14.557
106.700	-13.791
106.717	-0.281
106.733	-3.575
106.750	-6.385
106.767	-5.618
106.783	-4.341
106.800	-2.324
106.817	-0.511
106.833	1.788
106.850	3.831
106.867	6.359
106.883	7.406
106.900	9.194
106.917	10.700
106.933	12.003
106.950	13.024
106.967	14.046
106.983	12.999
107.000	12.258
107.017	12.258
107.033	5.848
107.050	14.812
107.067	14.301
107.083	13.280
107.100	12.488
107.117	10.471
107.133	8.683
107.150	6.614
107.167	4.341
107.183	1.532
107.200	-3.320
107.217	-15.068
107.233	-4.112
107.250	-16.089
107.267	-8.428
107.283	-9.449
107.300	-10.752
107.317	-12.003
107.333	-13.280
107.350	-13.280
107.367	-14.812
107.383	-14.838
107.400	-15.834
107.417	-15.578
107.433	-14.812
107.450	-14.301
107.467	-13.305
107.483	-12.003
107.500	-10.471
107.517	-8.683
107.533	-6.921
107.550	-4.597
107.567	-2.809
107.583	-0.255
107.600	1.788
107.617	3.805
107.633	5.874
107.650	7.661
107.667	9.934
107.683	11.237
107.700	12.514
107.717	14.301
107.733	14.531
107.750	15.578
107.767	15.323
107.783	15.553
107.800	15.323
107.817	14.557
107.833	13.024
107.850	11.722
107.867	10.981
107.883	9.705
107.900	8.147
107.917	17.111
107.933	5.108
107.950	14.812
107.967	4.316
107.983	0.000
108.000	-3.575
