Motion Sensor Data File Sep 17, 2020 3:37 PM
Time (s)	Distance (cm)	Dist Error (cm)
77.183	25.345	0.239
77.200	25.711	0.239
77.217	26.077	0.239
77.233	26.430	0.239
77.250	26.771	0.239
77.267	27.082	0.239
77.283	27.366	0.239
77.300	27.622	0.239
77.317	27.839	0.239
77.333	28.005	0.239
77.350	28.128	0.239
77.367	28.209	0.239
77.383	28.234	0.239
77.400	28.221	0.239
77.417	28.149	0.239
77.433	28.025	0.239
77.450	27.855	0.239
77.467	27.651	0.239
77.483	27.578	0.239
77.500	27.305	0.239
77.517	26.999	0.239
77.533	26.910	0.239
77.550	26.607	0.239
77.567	26.258	0.239
77.583	25.896	0.239
77.600	25.534	0.239
77.617	25.185	0.239
77.633	24.857	0.239
77.650	24.717	0.239
77.667	24.542	0.239
77.683	24.346	0.239
77.700	24.159	0.239
77.717	24.010	0.239
77.733	23.891	0.239
77.750	23.818	0.239
77.767	23.788	0.239
77.783	23.805	0.239
77.800	23.865	0.239
77.817	23.958	0.239
77.833	24.056	0.239
77.850	24.030	0.239
77.867	24.243	0.239
77.883	24.541	0.239
77.900	24.826	0.239
77.917	24.872	0.239
77.933	25.034	0.239
77.950	25.391	0.239
77.967	25.770	0.239
77.983	26.157	0.239
78.000	26.540	0.239
78.017	26.885	0.239
78.033	27.196	0.239
78.050	27.468	0.239
78.067	27.706	0.239
78.083	27.902	0.239
78.100	28.063	0.239
78.117	28.178	0.239
78.133	28.242	0.239
78.150	28.259	0.239
78.167	28.229	0.239
78.183	28.152	0.239
78.200	28.029	0.239
78.217	27.863	0.239
78.233	27.650	0.239
78.250	27.407	0.239
78.267	27.130	0.239
78.283	26.828	0.239
78.300	26.504	0.239
78.317	26.163	0.239
78.333	25.810	0.239
78.350	25.453	0.239
78.367	25.091	0.239
78.383	24.725	0.239
78.400	24.367	0.239
78.417	24.035	0.239
78.433	23.745	0.239
78.450	23.499	0.239
78.467	23.482	0.239
78.483	23.345	0.239
78.500	23.481	0.239
78.517	23.447	0.239
78.533	23.434	0.239
78.550	23.464	0.239
78.567	23.540	0.239
78.583	23.668	0.239
78.600	23.838	0.239
78.617	24.051	0.239
78.633	24.302	0.239
78.650	24.583	0.239
78.667	24.901	0.239
78.683	25.233	0.239
78.700	25.582	0.239
78.717	25.935	0.239
78.733	26.289	0.239
78.750	26.633	0.239
78.767	26.956	0.239
78.783	27.263	0.239
78.800	27.514	0.239
78.817	27.616	0.239
78.833	27.833	0.239
78.850	28.029	0.239
78.867	28.186	0.239
78.883	28.301	0.239
78.900	28.381	0.239
78.917	28.581	0.239
78.933	28.602	0.239
78.950	28.543	0.239
78.967	28.432	0.239
78.983	28.266	0.239
79.000	28.061	0.239
79.017	27.810	0.239
79.033	27.529	0.239
79.050	27.214	0.239
79.067	26.874	0.239
79.083	26.529	0.239
79.100	26.167	0.239
79.117	25.809	0.239
79.133	25.456	0.239
79.150	25.111	0.239
79.167	24.783	0.239
79.183	24.472	0.239
79.200	24.200	0.239
79.217	23.966	0.239
79.233	23.770	0.239
79.250	23.616	0.239
79.267	23.489	0.239
79.283	23.336	0.239
79.300	23.118	0.239
79.317	22.982	0.239
79.333	23.063	0.239
79.350	23.203	0.239
79.367	23.386	0.239
79.383	23.628	0.239
79.400	23.909	0.239
79.417	24.216	0.239
79.433	24.539	0.239
79.450	24.875	0.239
79.467	25.220	0.239
79.483	25.573	0.239
79.500	25.926	0.239
79.517	26.275	0.239
79.533	26.611	0.239
79.550	26.930	0.239
79.567	27.228	0.239
79.583	27.500	0.239
79.600	27.734	0.239
79.617	27.926	0.239
79.633	28.079	0.239
79.650	28.189	0.239
79.667	28.249	0.239
79.683	28.266	0.239
79.700	28.227	0.239
79.717	28.146	0.239
79.733	28.014	0.239
79.750	27.835	0.239
79.767	27.606	0.239
79.783	27.345	0.239
79.800	27.039	0.239
79.817	26.694	0.239
79.833	26.349	0.239
79.850	25.992	0.239
79.867	25.630	0.239
79.883	25.459	0.239
79.900	25.268	0.239
79.917	25.064	0.239
79.933	24.761	0.239
79.950	24.472	0.239
79.967	24.199	0.239
79.983	23.969	0.239
80.000	23.782	0.239
80.017	23.799	0.239
80.033	23.777	0.239
80.050	23.773	0.239
80.067	23.790	0.239
80.083	23.845	0.239
80.100	23.934	0.239
80.117	24.075	0.239
80.133	24.249	0.239
80.150	24.466	0.239
80.167	24.709	0.239
80.183	24.973	0.239
80.200	25.249	0.239
80.217	25.530	0.239
80.233	25.700	0.239
80.250	26.036	0.239
80.267	26.393	0.239
80.283	26.738	0.239
80.300	27.074	0.239
80.317	27.393	0.239
80.333	27.687	0.239
80.350	27.937	0.239
80.367	28.159	0.239
80.383	28.325	0.239
80.400	28.440	0.239
80.417	28.418	0.239
80.433	28.316	0.239
80.450	28.307	0.239
80.467	28.082	0.239
80.483	27.996	0.239
80.500	27.856	0.239
80.517	27.686	0.239
80.533	27.468	0.239
80.550	27.221	0.239
80.567	26.957	0.239
80.583	26.651	0.239
80.600	26.327	0.239
80.617	25.991	0.239
80.633	25.637	0.239
80.650	25.288	0.239
80.667	24.944	0.239
80.683	24.612	0.239
80.700	24.297	0.239
80.717	24.011	0.239
80.733	23.751	0.239
80.750	23.526	0.239
80.767	23.338	0.239
80.783	23.194	0.239
80.800	23.095	0.239
80.817	23.044	0.239
80.833	23.040	0.239
80.850	23.087	0.239
80.867	23.180	0.239
80.883	23.321	0.239
80.900	23.508	0.239
80.917	23.725	0.239
80.933	23.988	0.239
80.950	24.278	0.239
80.967	24.588	0.239
80.983	24.924	0.239
81.000	25.265	0.239
81.017	25.618	0.239
81.033	25.971	0.239
81.050	26.324	0.239
81.067	26.648	0.239
81.083	26.954	0.239
81.100	27.226	0.239
81.117	27.473	0.239
81.133	27.694	0.239
81.150	27.864	0.239
81.167	27.996	0.239
81.183	28.085	0.239
81.200	28.124	0.239
81.217	28.115	0.239
81.233	28.072	0.239
81.250	27.974	0.239
81.267	27.825	0.239
81.283	27.646	0.239
81.300	27.600	0.239
81.317	27.348	0.239
81.333	27.225	0.239
81.350	27.029	0.239
81.367	26.727	0.239
81.383	26.395	0.239
81.400	26.041	0.239
81.417	25.688	0.239
81.433	25.351	0.239
81.450	25.190	0.239
81.467	24.990	0.239
81.483	24.776	0.239
81.500	24.551	0.239
81.517	24.346	0.239
81.533	24.189	0.239
81.550	24.061	0.239
81.567	23.976	0.239
81.583	23.937	0.239
81.600	23.946	0.239
81.617	23.992	0.239
81.633	24.082	0.239
81.650	24.209	0.239
81.667	24.367	0.239
81.683	24.520	0.239
81.700	24.503	0.239
81.717	24.775	0.239
81.733	25.098	0.239
81.750	25.383	0.239
81.767	25.456	0.239
81.783	25.617	0.239
81.800	25.970	0.239
81.817	26.328	0.239
81.833	26.698	0.239
81.850	27.017	0.239
81.867	27.302	0.239
81.883	27.549	0.239
81.900	27.753	0.239
81.917	27.919	0.239
81.933	28.046	0.239
81.950	28.123	0.239
81.967	28.161	0.239
81.983	28.148	0.239
82.000	28.089	0.239
82.017	27.986	0.239
82.033	27.837	0.239
82.050	27.650	0.239
82.067	27.428	0.239
82.083	27.173	0.239
82.100	26.887	0.239
82.117	26.585	0.239
82.133	26.262	0.239
82.150	25.926	0.239
82.167	25.589	0.239
82.183	25.253	0.239
82.200	24.916	0.239
82.217	24.593	0.239
82.233	24.278	0.239
82.250	23.980	0.239
82.267	23.703	0.239
82.283	23.473	0.239
82.300	23.303	0.239
82.317	23.171	0.239
82.333	23.268	0.239
82.350	23.243	0.239
82.367	23.281	0.239
82.383	23.575	0.239
82.400	23.715	0.239
82.417	23.876	0.239
82.433	24.064	0.239
82.450	24.293	0.239
82.467	24.553	0.239
82.483	24.842	0.239
82.500	25.153	0.239
82.517	25.485	0.239
82.533	25.821	0.239
82.550	26.161	0.239
82.567	26.506	0.239
82.583	26.838	0.239
82.600	27.148	0.239
82.617	27.446	0.239
82.633	27.714	0.239
82.650	27.957	0.239
82.667	28.169	0.239
82.683	28.339	0.239
82.700	28.467	0.239
82.717	28.544	0.239
82.733	28.581	0.239
82.750	28.573	0.239
82.767	28.509	0.239
82.783	28.407	0.239
82.800	28.262	0.239
82.817	28.070	0.239
82.833	27.845	0.239
82.850	27.581	0.239
82.867	27.287	0.239
82.883	26.976	0.239
82.900	26.648	0.239
82.917	26.312	0.239
82.933	26.125	0.239
82.950	25.814	0.239
82.967	25.499	0.239
82.983	25.179	0.239
83.000	24.869	0.239
83.017	24.562	0.239
83.033	24.162	0.239
83.050	23.936	0.239
83.067	23.766	0.239
83.083	23.655	0.239
83.100	23.574	0.239
83.117	23.489	0.239
83.133	23.255	0.239
83.150	23.148	0.239
83.167	23.254	0.239
83.183	23.407	0.239
83.200	23.616	0.239
83.217	23.880	0.239
83.233	24.173	0.239
83.250	24.480	0.239
83.267	24.795	0.239
83.283	25.122	0.239
83.300	25.454	0.239
83.317	25.794	0.239
83.333	26.130	0.239
83.350	26.454	0.239
83.367	26.769	0.239
83.383	27.058	0.239
83.400	27.322	0.239
83.417	27.556	0.239
83.433	27.756	0.239
83.450	27.917	0.239
83.467	28.036	0.239
83.483	28.113	0.239
83.500	28.142	0.239
83.517	28.129	0.239
83.533	28.061	0.239
83.550	27.955	0.239
83.567	27.806	0.239
83.583	27.614	0.239
83.600	27.384	0.239
83.617	27.125	0.239
83.633	26.827	0.239
83.650	26.498	0.239
83.667	26.141	0.239
83.683	25.775	0.239
83.700	25.422	0.239
83.717	25.077	0.239
83.733	24.940	0.239
83.750	24.783	0.239
83.767	24.634	0.239
83.783	24.378	0.239
83.800	24.140	0.239
83.817	23.944	0.239
83.833	23.829	0.239
83.850	23.918	0.239
83.867	23.927	0.239
83.883	23.931	0.239
83.900	23.969	0.239
83.917	24.045	0.239
83.933	24.160	0.239
83.950	24.326	0.239
83.967	24.522	0.239
83.983	24.747	0.239
84.000	24.998	0.239
84.017	25.270	0.239
84.033	25.547	0.239
84.050	25.832	0.239
84.067	26.113	0.239
84.083	26.287	0.239
84.100	26.598	0.239
84.117	26.925	0.239
84.133	27.232	0.239
84.150	27.517	0.239
84.167	27.785	0.239
84.183	28.006	0.239
84.200	28.198	0.239
84.217	28.342	0.239
84.233	28.448	0.239
84.250	28.499	0.239
84.267	28.495	0.239
84.283	28.431	0.239
84.300	28.112	0.239
84.317	27.984	0.239
84.333	27.814	0.239
84.350	27.443	0.239
84.367	27.213	0.239
84.383	26.953	0.239
84.400	26.677	0.239
84.417	26.375	0.239
84.433	26.059	0.239
84.450	25.731	0.239
84.467	25.408	0.239
84.483	25.076	0.239
84.500	24.765	0.239
84.517	24.458	0.239
84.533	24.177	0.239
84.550	23.922	0.239
84.567	23.701	0.239
84.583	23.513	0.239
84.600	23.364	0.239
84.617	23.258	0.239
84.633	23.194	0.239
84.650	23.185	0.239
84.667	23.215	0.239
84.683	23.296	0.239
84.700	23.415	0.239
84.717	23.576	0.239
84.733	23.780	0.239
84.750	24.019	0.239
84.767	24.283	0.239
84.783	24.576	0.239
84.800	24.891	0.239
84.817	25.214	0.239
84.833	25.550	0.239
84.850	25.882	0.239
84.867	26.214	0.239
84.883	26.529	0.239
84.900	26.831	0.239
84.917	27.112	0.239
84.933	27.358	0.239
84.950	27.567	0.239
84.967	27.746	0.239
84.983	27.877	0.239
85.000	27.966	0.239
85.017	28.018	0.239
85.033	28.018	0.239
85.050	27.979	0.239
85.067	27.898	0.239
85.083	27.774	0.239
85.100	27.804	0.239
85.117	27.608	0.239
85.133	27.604	0.239
85.150	27.399	0.239
85.167	27.127	0.239
85.183	26.821	0.239
85.200	26.488	0.239
85.217	26.165	0.239
85.233	25.833	0.239
85.250	25.701	0.239
85.267	25.484	0.239
85.283	25.228	0.239
85.300	24.973	0.239
85.317	24.738	0.239
85.333	24.530	0.239
85.350	24.355	0.239
85.367	24.219	0.239
85.383	24.121	0.239
85.400	24.070	0.239
85.417	24.057	0.239
85.433	24.091	0.239
85.450	24.163	0.239
85.467	24.274	0.239
85.483	24.422	0.239
85.500	24.601	0.239
85.517	24.792	0.239
85.533	24.933	0.239
85.550	25.022	0.239
85.567	25.337	0.239
85.583	25.652	0.239
85.600	25.698	0.239
85.617	25.826	0.239
85.633	26.154	0.239
85.650	26.490	0.239
85.667	26.821	0.239
85.683	27.132	0.239
85.700	27.392	0.239
85.717	27.608	0.239
85.733	27.783	0.239
85.750	27.915	0.239
85.767	28.004	0.239
85.783	28.051	0.239
85.800	28.055	0.239
85.817	28.012	0.239
85.833	27.927	0.239
85.850	27.803	0.239
85.867	27.637	0.239
85.883	27.433	0.239
85.900	27.199	0.239
85.917	26.935	0.239
85.933	26.645	0.239
85.950	26.339	0.239
85.967	26.020	0.239
85.983	25.696	0.239
86.000	25.372	0.239
86.017	25.053	0.239
86.033	24.747	0.239
86.050	24.453	0.239
86.067	24.176	0.239
86.083	23.920	0.239
86.100	23.690	0.239
86.117	23.473	0.239
86.133	23.324	0.239
86.150	23.218	0.239
86.167	23.167	0.239
86.183	23.162	0.239
86.200	23.388	0.239
86.217	23.477	0.239
86.233	23.766	0.239
86.250	24.034	0.239
86.267	24.268	0.239
86.283	24.515	0.239
86.300	24.787	0.239
86.317	25.085	0.239
86.333	25.391	0.239
86.350	25.715	0.239
86.367	26.047	0.239
86.383	26.374	0.239
86.400	26.698	0.239
86.417	27.013	0.239
86.433	27.310	0.239
86.450	27.583	0.239
86.467	27.829	0.239
86.483	28.033	0.239
86.500	28.212	0.239
86.517	28.348	0.239
86.533	28.442	0.239
86.550	28.488	0.239
86.567	28.493	0.239
86.583	28.450	0.239
86.600	28.365	0.239
86.617	28.232	0.239
86.633	28.066	0.239
86.650	27.858	0.239
86.667	27.611	0.239
86.683	27.342	0.239
86.700	27.053	0.239
86.717	26.776	0.239
86.733	26.636	0.239
86.750	26.359	0.239
86.767	26.061	0.239
86.783	25.746	0.239
86.800	25.444	0.239
86.817	25.154	0.239
86.833	24.878	0.239
86.850	24.613	0.239
86.867	24.328	0.239
86.883	23.928	0.239
86.900	23.775	0.239
86.917	23.698	0.239
86.933	23.655	0.239
86.950	23.608	0.239
86.967	23.396	0.239
86.983	23.315	0.239
87.000	23.425	0.239
87.017	23.612	0.239
87.033	23.851	0.239
87.050	24.140	0.239
87.067	24.425	0.239
87.083	24.727	0.239
87.100	25.037	0.239
87.117	25.356	0.239
87.133	25.676	0.239
87.150	25.999	0.239
87.167	26.305	0.239
87.183	26.612	0.239
87.200	26.897	0.239
87.217	27.165	0.239
87.233	27.399	0.239
87.250	27.599	0.239
87.267	27.769	0.239
87.283	27.896	0.239
87.300	27.977	0.239
87.317	28.024	0.239
87.333	28.019	0.239
87.350	27.972	0.239
87.367	27.883	0.239
87.383	27.755	0.239
87.400	27.589	0.239
87.417	27.389	0.239
87.433	27.155	0.239
87.450	26.887	0.239
87.467	26.592	0.239
87.483	26.269	0.239
87.500	25.916	0.239
87.517	25.554	0.239
87.533	25.213	0.239
87.550	24.890	0.239
87.567	24.775	0.239
87.583	24.770	0.239
87.600	24.532	0.239
87.617	24.294	0.239
87.633	24.093	0.239
87.650	24.106	0.239
87.667	24.102	0.239
87.683	24.072	0.239
87.700	24.054	0.239
87.717	24.080	0.239
87.733	24.140	0.239
87.750	24.237	0.239
87.767	24.377	0.239
87.783	24.552	0.239
87.800	24.756	0.239
87.817	24.994	0.239
87.833	25.254	0.239
87.850	25.526	0.239
87.867	25.820	0.239
87.883	26.096	0.239
87.900	26.373	0.239
87.917	26.645	0.239
87.933	26.802	0.239
87.950	27.092	0.239
87.967	27.373	0.239
87.983	27.632	0.239
88.000	27.862	0.239
88.017	28.062	0.239
88.033	28.215	0.239
88.050	28.330	0.239
88.067	28.402	0.239
88.083	28.432	0.239
88.100	28.401	0.239
88.117	28.321	0.239
88.133	28.167	0.239
88.150	27.801	0.239
88.167	27.618	0.239
88.183	27.226	0.239
88.200	26.984	0.239
88.217	26.715	0.239
88.233	26.430	0.239
88.250	26.124	0.239
88.267	25.817	0.239
88.283	25.515	0.239
88.300	25.213	0.239
88.317	24.906	0.239
88.333	24.612	0.239
88.350	24.335	0.239
88.367	24.088	0.239
88.383	23.863	0.239
88.400	23.671	0.239
88.417	23.513	0.239
88.433	23.403	0.239
88.450	23.335	0.239
88.467	23.305	0.239
88.483	23.317	0.239
88.500	23.377	0.239
88.517	23.479	0.239
88.533	23.619	0.239
88.550	23.798	0.239
88.567	24.015	0.239
88.583	24.262	0.239
88.600	24.534	0.239
88.617	24.832	0.239
88.633	25.138	0.239
88.650	25.457	0.239
88.667	25.780	0.239
88.683	26.100	0.239
88.700	26.410	0.239
88.717	26.704	0.239
88.733	26.980	0.239
88.750	27.223	0.239
88.767	27.444	0.239
88.783	27.623	0.239
88.800	27.759	0.239
88.817	27.848	0.239
88.833	27.903	0.239
88.850	27.916	0.239
88.867	27.899	0.239
88.883	27.834	0.239
88.900	27.911	0.239
88.917	27.775	0.239
88.933	27.843	0.239
88.950	27.672	0.239
88.967	27.447	0.239
88.983	27.179	0.239
89.000	26.893	0.239
89.017	26.591	0.239
89.033	26.276	0.239
89.050	25.995	0.239
89.067	25.880	0.239
89.083	25.633	0.239
89.100	25.373	0.239
89.117	25.122	0.239
89.133	24.892	0.239
89.150	24.679	0.239
89.167	24.500	0.239
89.183	24.355	0.239
89.200	24.249	0.239
89.217	24.181	0.239
89.233	24.155	0.239
89.250	24.172	0.239
89.267	24.231	0.239
89.283	24.329	0.239
89.300	24.461	0.239
89.317	24.631	0.239
89.333	24.823	0.239
89.350	25.023	0.239
89.367	25.163	0.239
89.383	25.252	0.239
89.400	25.571	0.239
89.417	25.878	0.239
89.433	26.026	0.239
89.450	26.205	0.239
89.467	26.337	0.239
89.483	26.647	0.239
89.500	26.958	0.239
89.517	27.235	0.239
89.533	27.469	0.239
89.550	27.651	0.239
89.567	27.796	0.239
89.583	27.894	0.239
89.600	27.949	0.239
89.617	27.970	0.239
89.633	27.940	0.239
89.650	27.872	0.239
89.667	27.766	0.239
89.683	27.612	0.239
89.700	27.429	0.239
89.717	27.212	0.239
89.733	26.965	0.239
89.750	26.697	0.239
89.767	26.412	0.239
89.783	26.109	0.239
89.800	25.794	0.239
89.817	25.488	0.239
89.833	25.177	0.239
89.850	24.879	0.239
89.867	24.589	0.239
89.883	24.326	0.239
89.900	24.079	0.239
89.917	23.857	0.239
89.933	23.661	0.239
89.950	23.487	0.239
89.967	23.355	0.239
89.983	23.278	0.239
90.000	23.256	0.239
90.017	23.282	0.239
90.033	23.533	0.239
90.050	23.648	0.239
90.067	24.026	0.239
90.083	24.277	0.239
90.100	24.507	0.239
90.117	24.758	0.239
90.133	25.022	0.239
90.150	25.315	0.239
90.167	25.622	0.239
90.183	25.941	0.239
90.200	26.256	0.239
90.217	26.570	0.239
90.233	26.881	0.239
90.250	27.171	0.239
90.267	27.447	0.239
90.283	27.689	0.239
90.300	27.906	0.239
90.317	28.085	0.239
90.333	28.229	0.239
90.350	28.332	0.239
90.367	28.395	0.239
90.383	28.408	0.239
90.400	28.382	0.239
90.417	28.310	0.239
90.433	28.204	0.239
90.450	28.054	0.239
90.467	27.863	0.239
90.483	27.637	0.239
90.500	27.386	0.239
90.517	27.105	0.239
90.533	26.828	0.239
90.550	26.713	0.239
90.567	26.470	0.239
90.583	26.189	0.239
90.600	25.887	0.239
90.617	25.589	0.239
90.633	25.299	0.239
90.650	25.031	0.239
90.667	24.772	0.239
90.683	24.537	0.239
90.700	24.286	0.239
90.717	23.924	0.239
90.733	23.814	0.239
90.750	23.762	0.239
90.767	23.736	0.239
90.783	23.583	0.239
90.800	23.536	0.239
90.817	23.473	0.239
90.833	23.634	0.239
90.850	23.847	0.239
90.867	24.111	0.239
90.883	24.387	0.239
90.900	24.664	0.239
90.917	24.953	0.239
90.933	25.255	0.239
90.950	25.557	0.239
90.967	25.876	0.239
90.983	26.178	0.239
91.000	26.476	0.239
91.017	26.757	0.239
91.033	27.016	0.239
91.050	27.250	0.239
91.067	27.459	0.239
91.083	27.625	0.239
91.100	27.761	0.239
91.117	27.858	0.239
91.133	27.914	0.239
91.150	27.922	0.239
91.167	27.896	0.239
91.183	27.824	0.239
91.200	27.713	0.239
91.217	27.564	0.239
91.233	27.381	0.239
91.250	27.168	0.239
91.267	26.925	0.239
91.283	26.649	0.239
91.300	26.359	0.239
91.317	26.031	0.239
91.333	25.686	0.239
91.350	25.342	0.239
91.367	25.022	0.239
91.383	24.912	0.239
91.400	24.924	0.239
91.417	24.677	0.239
91.433	24.439	0.239
91.450	24.243	0.239
91.467	24.307	0.239
91.483	24.268	0.239
91.500	24.213	0.239
91.517	24.183	0.239
91.533	24.187	0.239
91.550	24.229	0.239
91.567	24.306	0.239
91.583	24.425	0.239
91.600	24.578	0.239
91.617	24.761	0.239
91.633	24.982	0.239
91.650	25.229	0.239
91.667	25.484	0.239
91.683	25.761	0.239
91.700	26.033	0.239
91.717	26.284	0.239
91.733	26.544	0.239
91.750	26.688	0.239
91.767	26.960	0.239
91.783	27.233	0.239
91.800	27.492	0.239
91.817	27.718	0.239
91.833	27.913	0.239
91.850	28.088	0.239
91.867	28.207	0.239
91.883	28.292	0.239
91.900	28.334	0.239
91.917	28.334	0.239
91.933	28.283	0.239
91.950	28.181	0.239
91.967	28.027	0.239
91.983	27.636	0.239
92.000	27.419	0.239
92.017	27.142	0.239
92.033	26.758	0.239
92.050	26.490	0.239
92.067	26.205	0.239
92.083	25.911	0.239
92.100	25.618	0.239
92.117	25.328	0.239
92.133	25.034	0.239
92.150	24.749	0.239
92.167	24.485	0.239
92.183	24.238	0.239
92.200	24.012	0.239
92.217	23.821	0.239
92.233	23.663	0.239
92.250	23.536	0.239
92.267	23.454	0.239
92.283	23.412	0.239
92.300	23.407	0.239
92.317	23.450	0.239
92.333	23.526	0.239
92.350	23.654	0.239
92.367	23.811	0.239
92.383	24.007	0.239
92.400	24.232	0.239
92.417	24.483	0.239
92.433	24.760	0.239
92.450	25.049	0.239
92.467	25.356	0.239
92.483	25.666	0.239
92.500	25.972	0.239
92.517	26.279	0.239
92.533	26.564	0.239
92.550	26.836	0.239
92.567	27.083	0.239
92.583	27.300	0.239
92.600	27.474	0.239
92.617	27.602	0.239
92.633	27.708	0.239
92.650	27.776	0.239
92.667	27.814	0.239
92.683	27.831	0.239
92.700	27.950	0.239
92.717	27.882	0.239
92.733	28.010	0.239
92.750	27.890	0.239
92.767	27.703	0.239
92.783	27.482	0.239
92.800	27.226	0.239
92.817	26.953	0.239
92.833	26.668	0.239
92.850	26.468	0.239
92.867	26.294	0.239
92.883	26.055	0.239
92.900	25.782	0.239
92.917	25.523	0.239
92.933	25.280	0.239
92.950	25.042	0.239
92.967	24.829	0.239
92.983	24.646	0.239
93.000	24.497	0.239
93.017	24.377	0.239
93.033	24.297	0.239
93.050	24.258	0.239
93.067	24.258	0.239
93.083	24.305	0.239
93.100	24.386	0.239
93.117	24.504	0.239
93.133	24.653	0.239
93.150	24.828	0.239
93.167	25.023	0.239
93.183	25.206	0.239
93.200	25.210	0.239
93.217	25.487	0.239
93.233	25.802	0.239
93.250	26.057	0.239
93.267	26.095	0.239
93.283	26.206	0.239
93.300	26.504	0.239
93.317	26.806	0.239
93.333	27.095	0.239
93.350	27.329	0.239
93.367	27.520	0.239
93.383	27.669	0.239
93.400	27.775	0.239
93.417	27.843	0.239
93.433	27.873	0.239
93.450	27.865	0.239
93.467	27.813	0.239
93.483	27.715	0.239
93.500	27.588	0.239
93.517	27.422	0.239
93.533	27.222	0.239
93.550	26.991	0.239
93.567	26.740	0.239
93.583	26.468	0.239
93.600	26.183	0.239
93.617	25.884	0.239
93.633	25.586	0.239
93.650	25.288	0.239
93.667	24.995	0.239
93.683	24.722	0.239
93.700	24.462	0.239
93.717	24.220	0.239
93.733	24.011	0.239
93.750	23.824	0.239
93.767	23.662	0.239
93.783	23.517	0.239
93.800	23.410	0.239
93.817	23.364	0.239
93.833	23.368	0.239
93.850	23.414	0.239
93.867	23.699	0.239
93.883	24.027	0.239
93.900	24.295	0.239
93.917	24.508	0.239
93.933	24.733	0.239
93.950	24.980	0.239
93.967	25.256	0.239
93.983	25.546	0.239
94.000	25.852	0.239
94.017	26.158	0.239
94.033	26.465	0.239
94.050	26.767	0.239
94.067	27.052	0.239
94.083	27.320	0.239
94.100	27.563	0.239
94.117	27.788	0.239
94.133	27.966	0.239
94.150	28.120	0.239
94.167	28.226	0.239
94.183	28.298	0.239
94.200	28.328	0.239
94.217	28.315	0.239
94.233	28.255	0.239
94.250	28.166	0.239
94.267	28.038	0.239
94.283	27.863	0.239
94.300	27.659	0.239
94.317	27.421	0.239
94.333	27.165	0.239
94.350	27.050	0.239
94.367	26.833	0.239
94.383	26.595	0.239
94.400	26.318	0.239
94.417	26.024	0.239
94.433	25.734	0.239
94.450	25.458	0.239
94.467	25.190	0.239
94.483	24.938	0.239
94.500	24.700	0.239
94.517	24.444	0.239
94.533	24.087	0.239
94.550	23.942	0.239
94.567	23.882	0.239
94.583	23.852	0.239
94.600	23.737	0.239
94.617	23.614	0.239
94.633	23.528	0.239
94.650	23.669	0.239
94.667	23.869	0.239
94.683	24.116	0.239
94.700	24.366	0.239
94.717	24.630	0.239
94.733	24.903	0.239
94.750	25.183	0.239
94.767	25.473	0.239
94.783	25.766	0.239
94.800	26.060	0.239
94.817	26.345	0.239
94.833	26.621	0.239
94.850	26.877	0.239
94.867	27.110	0.239
94.883	27.315	0.239
94.900	27.502	0.239
94.917	27.642	0.239
94.933	27.744	0.239
94.950	27.812	0.239
94.967	27.834	0.239
94.983	27.820	0.239
95.000	27.765	0.239
95.017	27.671	0.239
95.033	27.540	0.239
95.050	27.373	0.239
95.067	27.177	0.239
95.083	26.952	0.239
95.100	26.701	0.239
95.117	26.415	0.239
95.133	26.096	0.239
95.150	25.755	0.239
95.167	25.436	0.239
95.183	25.317	0.239
95.200	25.227	0.239
95.217	25.065	0.239
95.233	24.814	0.239
95.250	24.576	0.239
95.267	24.410	0.239
95.283	24.482	0.239
95.300	24.409	0.239
95.317	24.333	0.239
95.333	24.290	0.239
95.350	24.281	0.239
95.367	24.307	0.239
95.383	24.366	0.239
95.400	24.469	0.239
95.417	24.609	0.239
95.433	24.779	0.239
95.450	24.979	0.239
95.467	25.200	0.239
95.483	25.447	0.239
95.500	25.706	0.239
95.517	25.957	0.239
95.533	26.200	0.239
95.550	26.459	0.239
95.567	26.710	0.239
95.583	26.855	0.239
95.600	27.114	0.239
95.617	27.365	0.239
95.633	27.595	0.239
95.650	27.795	0.239
95.667	27.965	0.239
95.683	28.097	0.239
95.700	28.190	0.239
95.717	28.241	0.239
95.733	28.258	0.239
95.750	28.229	0.239
95.767	28.147	0.239
95.783	28.020	0.239
95.800	27.828	0.239
95.817	27.424	0.239
95.833	27.211	0.239
95.850	26.798	0.239
95.867	26.547	0.239
95.883	26.278	0.239
95.900	25.997	0.239
95.917	25.721	0.239
95.933	25.435	0.239
95.950	25.159	0.239
95.967	24.882	0.239
95.983	24.622	0.239
96.000	24.375	0.239
96.017	24.154	0.239
96.033	23.954	0.239
96.050	23.788	0.239
96.067	23.656	0.239
96.083	23.562	0.239
96.100	23.506	0.239
96.117	23.493	0.239
96.133	23.523	0.239
96.150	23.587	0.239
96.167	23.693	0.239
96.183	23.834	0.239
96.200	24.012	0.239
96.217	24.220	0.239
96.233	24.455	0.239
96.250	24.714	0.239
96.267	24.995	0.239
96.283	25.280	0.239
96.300	25.574	0.239
96.317	25.875	0.239
96.333	26.169	0.239
96.350	26.450	0.239
96.367	26.718	0.239
96.383	26.956	0.239
96.400	27.160	0.239
96.417	27.343	0.239
96.433	27.471	0.239
96.450	27.590	0.239
96.467	27.671	0.239
96.483	27.717	0.239
96.500	27.909	0.239
96.517	27.892	0.239
96.533	28.083	0.239
